keyword,ecmax
privacy preserving identity management for digital wallet and secure data sharing and processing for cyber threat intelligence data,3133964.75
biometric data,3133964.75
private-by-design,3133964.75
cyber-threat intelligence,3133964.75
prividema,3133964.75
authentication factor,3133964.75
awareness architecture,3132460.0
cavaa,3132460.0
human-robot-interaction,3132460.0
counterfactual assessment and valuation for awareness architecture,3132460.0
green synthesis,3131119.36
dehydrogenation,3131000.11
local development,3129796.86
artificial light at night,3129447.98
spatial hearing,3127161.6
cochlear implants,3126647.52
high resolution molecular imaging,3126347.5
real-time positron emission tomography,3126347.5
real time molecular imager with unsurpassed resolution,3126347.5
ultrafast image reconstruction,3126347.5
retimager,3126347.5
radiation detector design,3126347.5
structured unconventional reactors for co2-free methane catalytic cracking,3125714.75
storming,3125714.75
ovine enzootic abortion,3125324.24
reprodivac,3125324.24
q fever,3125324.24
porcine reproductive and respiratory syndrome,3125324.24
next-generation vaccines and diagnostics to prevent livestock reproductive diseases of worldwide impact,3125324.24
porcine brucellosis,3125324.24
mxene,3122457.7199999997
systemic lupus erythematosus,3122328.24
experimental,3121794.2800000003
ion channel,3119961.5999999996
biodiversity loss,3119619.96
revealing the structure and mechanism of mitotic chromosome folding inside the cell,3118430.0
mitofold,3118430.0
climate justice citizen mini-public equity impact stakeholder policy policy-making participation inclusion transition,3114868.5
transdisciplinary and deliberative equity appraisal of transition policies in energy and mobility,3114868.5
nk cells,3114274.46
craft understanding,3112106.0
and preservation for posterity and prosperity,3112106.0
craeft,3112106.0
chemical micro reactor,3111973.0
plasmonic nanoparticles,3111973.0
fibre-based plasmonic micro reactor for flow chemistry,3111973.0
plantationocene,3111732.0
new airport operations,3111446.25
distributed hybrid electric propulsion,3111446.25
new mid-range aircraft concept,3111446.25
large aspect ratio airframe,3111446.25
integration and digital demonstration of low-emission aircraft technologies and airport operations,3111446.25
extremism,3110829.5999999996
impact evaluation,3108915.56
heusler alloys,3108441.0
sahaj,3108441.0
ferrimagnetism,3108441.0
strain-free all heusler alloy junctions,3108441.0
atom substitution,3108441.0
theoretical modelling,3108239.96
game-er,3104745.0
gaming clusters,3104745.0
gaming industry,3104745.0
gaming clusters across multiple european regions,3104745.0
skilled migration,3104532.29
coordinated opportunities for advanced leadership and engagement in science communication in europe,3103875.0
scicomm,3103875.0
battery 2030+ csa3 large-scale research initiative: at the heart of a connected green society,3102223.75
materials acceleration,3102223.75
competitive edge,3102223.75
large-scale research initiative,3102223.75
b2030 csa3,3102223.75
chemistry neutral,3102223.75
smart battery cell,3102223.75
ultrahigh performance,3102223.75
eu curricula,3102223.75
fire safety,3101632.96
electrochromics,3100934.25
memristors,3100934.25
green self-powered neuromorphic processing engines with integrated visual and functional sensing,3100934.25
oxide transistors,3100934.25
elegance,3100934.25
cd4+ t cells,3100231.0
energy infrastructure,3099995.25
an exposition on the foreign information manipulation and interference,3099035.0
malware,3099035.0
foreign interference,3099035.0
cyber attackers,3099035.0
measured group theory,3098614.0
transforming access to excellence with successful alliances of higher education in digital agriculture,3097341.0
excellence in education,3097341.0
tallheda,3097341.0
agricultural education,3097341.0
agribusiness,3097341.0
user-driven applications and tools for climate-informed maritime spatial planning and integrated seascape management,3096345.0
msp,3096345.0
coastal regions,3096345.0
towards a resilient & inclusive blue economy,3096345.0
oceanids,3096345.0
parasite,3095923.36
electrical stimulation,3095679.1399999997
palaeoanthropology,3093698.2399999998
era_shuttle,3093030.0
capacity building research support,3093030.0
r&i in health and environment,3093030.0
research and innovation support staff,3093030.0
accelerating era by sharing unique talents for healthy life and environment,3093030.0
research and innovation ecosystems in widening countries,3093030.0
computation systems based on hybrid spin-wave–cmos integrated architectures,3090920.0
3d system integration,3090920.0
rf interposer,3090920.0
spin-wave majority gates and circuits,3090920.0
wave computing,3090920.0
hybrid spin waves – cmos integrated architecture,3090920.0
5. system identification,3090026.35
3. lighting efficiency,3090026.35
4. reactive dynamical systems,3090026.35
2. remote sensing,3090026.35
dynamic regulation of photosynthesis in light-acclimated organisms,3090026.35
1. photosynthesis regulation,3090026.35
musae,3088475.5
food as medicine,3088475.5
digital and sustainable transformation,3088475.5
musae: a human-centred factory for a future technological sustainable development driven by arts,3088475.5
design futures art-driven,3088475.5
quantum transport,3088191.71
net,3087988.19
environmental governance,3086830.1199999996
b-path,3086598.08
breath pathogen detection (b-path): establishing exhaled breath aerosol (xba) sampling for diagnosis and screening of respiratory infections,3086598.08
meta-material,3085000.0
net-zero energy building,3085000.0
pantarei,3085000.0
digital based bio-waste derived meta-panels towards a revolutionary building identity,3085000.0
adaptive modeling,3085000.0
sunlight harvesting,3084266.0
co2 reduction catalyst,3084266.0
storable chemical energy,3084266.0
c2 products,3084266.0
sorec2,3084266.0
water oxidation molecular catalyst,3084266.0
solar energy to power co2 reduction towards c2 chemicals for energy storage,3084266.0
artificial photosyntesis,3084266.0
wireless deep brain stimulation through engineered multifunctinal nanomaterials,3083850.0
targeted neuromodulation,3083850.0
brainstorm,3083850.0
smart and responsive polymer coatings,3083850.0
biomaterials engineering,3083850.0
wireless stimulation,3083850.0
atopic dermatitis,3082978.6
recycling industrial waste heat through the application of thermophotovoltaic and thermoelectric: a novel hybrid technology for electricity generation,3082712.5
metasurface based collector,3082712.5
hybrid power generation,3082712.5
waste heat to electricity,3082712.5
inferno,3082712.5
cft,3082614.08
minorities,3082231.06
mechanical metamaterials,3081303.84
printed batteries,3080623.75
kermit,3080623.75
printed microfluidics,3080623.75
iontophoresis,3080623.75
cystatin-c,3080623.75
wireless wearable sweat sensor patch,3080623.75
kidney disease sweat sensor patch for early diagnosis and remote monitoring,3080623.75
non-invasive testing,3080623.75
non immunogenic mrna or messenger rna,3078249.75
yscript,3078249.75
ionics liquids,3078249.75
ty retrotransposon,3078249.75
yeast cell factory for mrna bioproduction,3078249.75
yeast cell factory,3078249.75
clarification,3078249.75
e-textiles,3077576.9
satellite data,3073881.25
bridging the gaps in nanosafety for animal-free prediction of adverse outcomes,3073736.25
particulate matter,3073736.25
material production and recycling,3073736.25
exposure monitoring,3073736.25
lung toxicity,3073736.25
nanopass,3073736.25
molecular initiating events,3073736.25
ancient economy,3073019.1
value-sensitive games,3072828.75
design-based research,3072828.75
game jams,3072828.75
epic-we,3072828.75
empowered engagement,3072828.75
game-making,3072828.75
empowered participation through ideating cultural worlds and environments: youth imagining,3072828.75
game industry,3072828.75
creating and exchanging cultural values and heritage through game-making,3072828.75
culture-sensitive games,3072828.75
luminescence,3072777.76
indigenous communities,3072057.28
venture capital,3071968.75
method development,3070724.1599999997
nanoplasmonics,3068572.83
credible,3067095.0
soil carbon capture and storage (ccs),3067095.0
building momentum and trust to achieve credible soil carbon farming in the eu,3067095.0
behavioural flexibility,3066939.0
polymer electrolytes,3066150.24
human microbiome,3065892.6799999997
resource allocation,3064812.9600000004
international security,3062666.4
genome-editing,3062393.0
spindle,3062393.0
cell axis,3062393.0
3d growth,3062393.0
alter e-grow,3062393.0
brown algae,3062393.0
orientation of cell division,3062393.0
strategies of 3-d growth in brown algae,3062393.0
user support,3062192.0
membership expansion,3062192.0
elixir-steers,3062192.0
workflows,3062192.0
climate variability,3060089.0
free movement,3059793.15
t2sl,3058895.74
mbe growth,3058895.74
roic,3058895.74
european supply chain,3058895.74
silicon and t2sl european collaboration for a non-dependent supply chain for large eswir fpas,3058895.74
fpa,3058895.74
direct light irradiation,3058752.5
desired,3058752.5
frustules,3058752.5
hybrid photoelectron-catalysts,3058752.5
photoreactor,3058752.5
direct co-processing of co2 and water to sustainable multicarbon energy products in novel photocatalytic reactor ​,3058752.5
multicarbon products,3058752.5
twin-on-a-chip brains for monitoring individual sleep habits,3058750.0
nap,3058750.0
statistical inference,3057146.96
hyperthermia,3056992.0
restoring anisotropy in living tissues 'in situ',3056887.0
re-align,3056887.0
many-body physics,3056637.64
social care,3055685.94
elastica,3055280.0
stackable surface rationalization for freeform architectural design,3055280.0
hot blade cutting,3055280.0
freeform architecture,3055280.0
stackability,3055280.0
classical simulation,3055061.0
biological carbon pump,3053545.88
b2b,3052905.07
enhancer,3052246.7199999997
unintentional discrimination detected and racism reveal and deactivate,3049101.25
undeterred,3049101.25
discriminations,3049101.25
unintentional mechanisms,3049101.25
constructing learning outcomes in europe: a multi-level analysis of (under)achievement in the life course (clear),3047221.0
multi-disadvantaged youth,3047221.0
skill partnerships for sustainable and just migration patterns,3047146.25
skills4justice,3047146.25
skill partnerships,3047146.25
european sodium fast reactor - safety by innovative monitoring,3046560.5
power level flexibility and experimental research,3046560.5
esfr-simple,3046560.5
sfr,3046560.5
cell fate,3046400.1599999997
ecoplastic,3045502.5
circular plastics,3045502.5
eco conversion of lower grade pet and mixed recalcitrant pet plastic waste into high performing biopolymers,3045502.5
information frictions,3044802.0
adaptive materials,3044065.32
center of excellence for weather and climate phase 3,3040668.0
profiling and optimisation,3040668.0
large data volume,3040668.0
optimisation services,3040668.0
portability,3040668.0
esiwace3,3040668.0
misallocation,3039874.0
responsive,3038596.0
increasing responsiveness to citizen voice in social services across europe,3038596.0
energy transfer,3038104.7199999997
muslim culture,3037015.92
depolarisation,3035393.75
emotions in politics,3035393.75
eu values,3035393.75
positive policymaking narratives,3035393.75
tackle disinformation,3035393.75
encode - unveiling emotional dimensions of politics to foster european democracy,3035393.75
fostering democracy,3035393.75
mode division multiplexing,3033858.24
fc,3032788.18
psychopharmacology,3029933.52
explainable ai for molecules - aichemist,3028356.0
aichemist,3028356.0
copyright,3026734.75
promoting fairness of the music ecosystem in a platform-dominated and post-pandemic europe,3026734.75
fair muse,3026734.75
music ecosystem,3026734.75
fossil fuels,3026571.84
surimi,3026332.5
user-centric interfaces,3026332.5
dto integration,3026332.5
what-if simulation,3026332.5
integration of innovative and reliable socio-ecological models and user-driven solutions into the digital twin ocean,3026332.5
socio-ecological modelling,3026332.5
management strategy evaluation,3026332.5
to facilitate what-if scenarios and decision support,3026332.5
solar flares,3025550.0
cosmos,3024805.08
policy index,3024240.0
finding agreement in return,3024240.0
regularization,3024240.0
rational choice institutionalism,3024240.0
sociological institutionalism,3024240.0
causal inference analysis,3024240.0
sound.ai,3024000.0
sorbonne university for a new deal on artificial intelligence,3024000.0
demythif.ai,3024000.0
phd excellence program in paris-saclay to unravel ai uncertainty,3024000.0
data sciences,3024000.0
frugality,3024000.0
fostering research careers in light sciences,3024000.0
flight,3024000.0
clinical sciences,3024000.0
photonic sciences,3024000.0
measurement-based quantum computing,3023190.4
electrokinetics modeling,3020886.25
colloidal memory,3020886.25
future data storage using colloidal memory technology,3020886.25
fastcomet,3020886.25
high temperature heat pumps,3020432.5
ejector refrigeration,3020432.5
geothermal source thermal energy for cooling and heating in industries with steam,3020432.5
geos-techis,3020432.5
natural refrigerants,3020432.5
development economics,3019060.5
chern insulators,3018750.0
squid-on-tip,3018750.0
tmd,3018750.0
magnetic imaging,3018750.0
magic-angle graphene,3018750.0
scanning multi-modality microscopy of moiré quantum matter,3018750.0
berry curvature,3018750.0
moiré materials,3018750.0
orbital magnetism,3018750.0
moiremultiprobe,3018750.0
wireless photonics interconnects,3018312.5
tomographic microscope,3018312.5
on-chip tomographic microscopy: a paradigm shift for revolutionizing lab-on-a-chip bioimaging technology,3018312.5
cellular research,3018312.5
digital optical computing platform for neural networks,3015883.25
cointegration of photonics and electronics,3015883.25
optical computing,3015883.25
dolores,3015883.25
exposure matrix,3014766.0
evaluating,3014766.0
identifying and reducing determinants of mhcs in youth (early),3014766.0
multicomponent intervention,3014766.0
cross-sectional study,3014766.0
early,3014766.0
vortexlc,3014375.5
vortex enhanced liquid chromatography for hba1c monitoring based diabetes management in a globalized setting,3014375.5
microfluidics vortex nanoimprinting plasma porous coating chromatography hplc diabetes hb1ac,3014375.5
teleoperation,3014159.52
history from below,3008573.08
surrogate models,3008131.6
artificial intelligence for the simulation of severe accidents,3008131.6
accident mitigation systems,3008131.6
assas,3008131.6
mapping class groups,3007175.6
transforming,3004000.0
applying,3004000.0
re-engineering,3004000.0
colour4crafts - colour for combining,3004000.0
colour4crafts,3004000.0
archaeolgy,3004000.0
textile heritage,3004000.0
waterless dyeing,3004000.0
futuring,3004000.0
natural dye,3004000.0
supercritical carbon dioxide,3004000.0
stretching,3004000.0
futures research,3004000.0
textile printing,3004000.0
biocolourant,3004000.0
colour chemistry,3004000.0
governance innovations for a transition to sustainable and equitable water use in europe,3003645.0
govaqua,3003645.0
unmanned aerial vehicles,3002481.0
induced seismicity,3002462.88
offshore wind,3001366.8
yap,3000461.08
supercoiled dna,3000418.0
isensedna,3000418.0
computation driven development of novel vivo-like-dna-nanotransducers for biomolecules structure identification,3000418.0
dna molecular modelling,3000418.0
enhanced-optical analysis,3000418.0
on-chip-photonics,3000418.0
legislative cycle,3000283.75
reliance on migrant labour,3000283.75
dignityfirm,3000283.75
precarious work,3000283.75
exploitative labour,3000283.75
labour standards,3000283.75
dignity for irregular migrants in eu farm2fork labour markets,3000283.75
irregular migrant rights,3000283.75
lighthouse coordinating and supporting the innovation ecosystem for a healthy,3000097.25
bluemissionmed,3000097.25
pollution free mediterranean sea,3000097.25
empirical industrial organization,3000062.96
study of the use of the ess facility to accurately measure the neutrino cross-sections for essnusb leptonic cp violation measurements and to perform sterile neutrino searches and astroparticle physics,3000000.0
essnusbplus,3000000.0
physics particles neutrinos oscillation ess essnusb cross-sections sterile cpv,3000000.0
preparation phase,3000000.0
ebrains preparatory phase,3000000.0
neurotechnology,3000000.0
node,3000000.0
research community,3000000.0
brain science,3000000.0
organisational framework,3000000.0
central hub,3000000.0
ebrains prep,3000000.0
nonreciprocal devices,3000000.0
truly resilient quantum limited traveling wave parametric amplifiers,3000000.0
traveling wave parametric amplifiers,3000000.0
standard quantum limit,3000000.0
truepa,3000000.0
starstruck,3000000.0
a double-edged sword: extra-galactic fast x-ray transients,3000000.0
hyades,3000000.0
interstellar minor objects,3000000.0
hydrogen and deuterium survey of minor bodies: transformative science with a purpose-built cubesat,3000000.0
comet,3000000.0
boundary current system,3000000.0
rover,3000000.0
resilient northern overturning in a warming climate,3000000.0
water mass transformation,3000000.0
organic materials,3000000.0
brain-computer-interface technology,3000000.0
it takes a village: an interdisciplinary community neuroscience approach to characterize multigenerational interactions,3000000.0
science interface,3000000.0
community science,3000000.0
efficient and functional optical frequency conversion in 3d nonlinear optical artificial materials,3000000.0
frequency conversion,3000000.0
3d noam,3000000.0
energy value chain,3000000.0
data-driven decision systems,3000000.0
quintuple-helix model,3000000.0
mission innovation countries,3000000.0
data and models interoperability,3000000.0
human-centric digital twin,3000000.0
sensor technologies,3000000.0
novel digital components for international renewable energy value chains,3000000.0
ai4gov,3000000.0
ai act,3000000.0
democratic ai,3000000.0
trusted ai,3000000.0
trusted ai for transparent public governance fostering democratic values,3000000.0
bias mitigation,3000000.0
alkaline water electrolysis,3000000.0
catalytic materials,3000000.0
two-dimensional layered double hydroxides,3000000.0
direct-grown electrodes porous transport electrodes,3000000.0
seal-hydrogen,3000000.0
scale-up synthesis in-operando raman spectroscopy,3000000.0
stable and efficient alkaline water electrolyzers with zero critical raw materials for pure hydrogen production,3000000.0
argos conceptual design study: designing a next-generation radio facility for multi-messenger astronomy,3000000.0
public data,3000000.0
public surveys,3000000.0
multi-messenger astronomy,3000000.0
argos-cds,3000000.0
recovering past stories for the future: a synergistic approach to textual and oral heritage of small communities,3000000.0
small communities,3000000.0
library,3000000.0
restory,3000000.0
spin-photon interfaces,3000000.0
on-chip integration of quantum electronics and photonics,3000000.0
silicon quantum technology,3000000.0
onchips,3000000.0
fediversity,3000000.0
fediverse federation social networking,3000000.0
quantum maesurements,3000000.0
key enabling technologies,3000000.0
quantify,3000000.0
squeezed light,3000000.0
quantum enhanced sensors,3000000.0
chip scale devices,3000000.0
quantum enhanched photonic integrated sensors for metrology,3000000.0
starts residencies,3000000.0
aixmusic,3000000.0
starts prize,3000000.0
art-driven innovation,3000000.0
triple transformation,3000000.0
starts,3000000.0
starts ec(h)o: fostering ecologically conscious and human compatible digital technology,3000000.0
emerging epidemics,3000000.0
comect,3000000.0
coordination mechanism for cohorts and trials,3000000.0
geosyn,3000000.0
geothermal synergy: enhancing industrial energy efficiency through steam high-temperature heat pumps and heat-powered cooling systems with operational flexibility and public trust,3000000.0
octo reconfigurable converter,2999999.99
analog and digital data converters,2999999.99
high-speed,2999999.99
digital payloads,2999999.99
serial links,2999999.99
non-hermetic package,2999999.99
high bandwidth,2999999.99
telecom,2999999.99
software standards,2999999.0
research outputs,2999999.0
research evaluation,2999999.0
rda tiger,2999999.0
policy harmonisation,2999999.0
research data alliance facilitation of targeted international working groups for eosc-related research solutions,2999999.0
ppp,2999998.05
specialty crops,2999998.05
agro-forestry,2999998.05
development of an easy-to-use interactive platform to renovate training experiences and networking for farmers in the field of sustainable crop management,2999998.05
ipm,2999998.05
online training,2999998.05
platform studies,2999998.0
biodiversity-relevant transformative change,2999998.0
indirect drivers of biodiversity loss,2999998.0
nexus of climate – biodiversity – society,2999998.0
nexus framework for biodiversity-relevant transformative change,2999998.0
viable and sustainable pathways,2999998.0
biotrails,2999998.0
communities and social actors engagement,2999998.0
the generations and gender programme preparatory phase project,2999997.5
demographic changes,2999997.5
ggp-5d,2999997.5
environmental policy integration,2999997.0
crossgov,2999997.0
cross-compliance,2999997.0
legal analysis,2999997.0
coherent and cross-compliant ocean governance for delivering the eu green deal for european seas,2999997.0
equine farmers,2999997.0
eunethorse,2999997.0
european network for knowledge exchange and peer-to-peer learning between actors and stakeholders of the horse sector to improve the resilience of equine farms,2999997.0
cross-fertilisation,2999997.0
multi-actors,2999997.0
trainers,2999997.0
critical juncture,2999996.75
liberal-democracy,2999996.75
regroup,2999996.75
rebuilding governance and resilience out of the pandemic,2999996.75
grazing4agroecology,2999995.75
european network to promote grazing and to support grazing-based farms on their economic and ecologic performances as well as on animal welfare,2999995.75
knowedge-sharing,2999995.75
ion-powered airship,2999993.75
electroaerodynamics,2999993.75
ehd thruster,2999993.75
ionic propulsion in atmosphere,2999993.75
electrohydrodynamics (ehd),2999993.75
ionic propulsion,2999993.75
ionic air-breathing propulsion,2999993.75
ionic wind,2999993.75
iprop,2999993.75
stratospheric airship,2999993.75
ionized gas,2999993.75
bluemissionbanos,2999993.5
bluemissionbanos – supporting the mission ocean lighthouse in the baltic and north sea basins,2999993.5
inca,2999991.25
increase corporate political responsibility and accountability (inca),2999991.25
corporate power,2999991.25
capacitation of quantum-entangled nv-center sensing,2999990.0
nitrogen-vacancy centre,2999990.0
c-quens,2999990.0
agrarian heritage,2999988.75
benefit redistribution,2999988.75
secretour,2999988.75
heritage communities,2999988.75
payment for services,2999988.75
engaging and creative tourism as a driver for a better future in rural and remote areas,2999988.75
multimodal-mobility,2999983.1
concept development of a system for pods and pod-carriers to be used as moving infrastructures mainly for rail,2999983.1
pod,2999983.1
pod-carrier,2999983.1
but as well for road and ropeways,2999983.1
pods4rail,2999983.1
fake news,2999981.5
analysis of and responses to extremist narratives,2999981.5
historical roots,2999981.5
spread of extremist narratives,2999981.5
counter narratives,2999981.5
mediatization of extremist narratives,2999981.5
arenas,2999981.5
inclusive education,2999981.5
extremist narratives,2999981.5
meiotic recombination,2999980.0
empowering the geopolitical eu in the eastern neighbourhood and the western balkans,2999980.0
eu accession process,2999980.0
security threats,2999980.0
geo-power-eu,2999980.0
blazetec,2999970.75
thermal energy converters,2999970.75
breakthroughs in thermal batteries through zero-emission high-temperature static thermal-to-electric converters,2999970.75
thermoelectric generators,2999970.75
ultra-high temperatures,2999970.75
thermionics,2999970.75
thermal batteries,2999970.75
d@rts,2999968.75
arts education,2999968.75
dialoguing@rts – advancing cultural literacy for social inclusion through dialogical arts education,2999968.75
drama education,2999968.75
music education,2999968.75
dance education,2999968.75
cidape,2999967.5
activist dilemma,2999967.5
and democratic action: the force of political emotions,2999967.5
symbolic boundaries,2999967.5
agriculture and food,2999962.5
aquatic systems,2999962.5
accelerating circular bio-based solutions integration in european rural areas,2999962.5
forestry and natural habitats,2999962.5
biorural,2999962.5
access for patients,2999958.75
join and drive european activities for advanced therapy medicinal product development and implementation for patient and society benefit,2999958.75
join4atmp,2999958.75
international network,2999957.5
ihen project,2999957.5
international human exposome network project,2999957.5
reunir - resilience,2999951.25
eu foreign and security policy,2999951.25
neighbourhood,2999951.25
international relations future-proofing eu security,2999951.25
reunir,2999951.25
enlargement and eastern neighbourhood policies for a new age of international relations,2999951.25
egeniouss,2999946.0
pnt-rtk,2999946.0
pnt,2999946.0
mobile computing,2999946.0
ai-based navigation,2999946.0
egnss-based visual localisation to enable aaa-pnt in small devices & applications,2999946.0
gnss augmentation,2999946.0
visual localisation,2999946.0
resilient pnt,2999946.0
multi-sensor navigation,2999946.0
sunson,2999937.5
power dispatchability,2999937.5
sustainable solutions,2999937.5
ultra-high-temperature storage,2999937.5
concentrated solar energy storage at ultra-high temperatures and solid-state conversion,2999937.5
combustion instabilities,2999935.0
multi-dimensional modelling,2999927.5
multidimensional model of tourism verticals driving the sustainable balanced growth among rural & remote grids and urban clusters of rural regions,2999927.5
multi-objective modelling,2999927.5
silver tourism (slt),2999927.5
cultural & creative tourism (cct),2999927.5
cultural science tourism (cst),2999927.5
toural,2999927.5
fostering macro-regional cooperation,2999927.5
underwater cultural & nature heritage tourism (ucnht),2999927.5
charge transport layers,2999926.0
perstack,2999926.0
perovskite triple and quadruple junction solar cells,2999926.0
complex photonics,2999924.5
silicon nanotechnology,2999924.5
neuropic,2999924.5
nano electro-optomechanical programmable integrated circuits,2999924.5
water retention measures,2999918.75
spongeboost,2999918.75
surface water,2999918.75
upscaling the natural sponge functions of freshwater ecosystems to deliver multi-benefit green deal solutions,2999918.75
floodplain,2999918.75
peatland,2999918.75
fliara: female-led innovation in agriculture and rural areas,2999913.5
fliara,2999913.5
soil quality analysis tool: implementing smart farming applications using eo data,2999903.75
automated robotic platforms,2999903.75
soil sensors & robotics,2999903.75
precision liming,2999903.75
sqat,2999903.75
proximal sensing,2999903.75
regenerative agriculture,2999903.75
variable rate sowing,2999903.75
mrv,2999903.75
sroi,2999890.0
cultural literacies’ value in europe,2999890.0
arts-based education,2999890.0
clivie,2999890.0
bio-based business models,2999887.5
tools and applications for community-driven bioeconomy development in european rural areas,2999887.5
small-scale solutions,2999887.5
concepts,2999887.5
batteries technologies,2999886.25
batteries europe secretariat,2999886.25
batteries research and innovation communities,2999886.25
european batteries value chain,2999886.25
resilience of gscs,2999877.75
knowledge flows,2999877.75
services inputs,2999877.75
rethink-gsc,2999877.75
strategic supplies,2999877.75
impact and policy,2999877.75
rethinking global supply chains: measurement,2999877.75
company-level analysis,2999877.75
copernicus foundation models for a thinking earth,2999875.0
ai4eo,2999875.0
thinkingearth,2999875.0
fitter-eu,2999875.0
fair and inclusive twin transitions for a stronger social europe,2999875.0
mitigation policies,2999875.0
matching innovators with buyers,2999875.0
innomatch,2999875.0
towards a new era of representative democracy - activating european citizens’ trust in times of crises and polarization,2999870.0
-representation,2999870.0
-legitimacy,2999870.0
acteu,2999870.0
experimental survey,2999870.0
-participation,2999870.0
educational sector,2999870.0
political-trust,2999870.0
web scraping,2999870.0
focus groups,2999870.0
hydrogen fuel and wastewater treatment,2999866.8
solar polygeneration collector for combined heat,2999866.8
power and fuel,2999866.8
photocatalytic hydrogen production,2999866.8
combined heat,2999866.8
removing technical barriers to biomethane standardisation phase 2c,2999851.0
biomethane standards redii repowereu barriers,2999851.0
biostar2c,2999851.0
edito-infra,2999850.0
digital twin ocean dto public infrastructure copernicus marine service emodnet un decade ocean ris prediction biodiversity cloud hpc gpu ai fair what-if underlying models lighthouse iliad destine,2999850.0
eu public infrastructure for the european digital twin ocean,2999850.0
photoswitchable drug,2999840.0
luminescent implants as ports for light-based therapies,2999840.0
neuropathic inflammatory pain,2999840.0
neuroinhibition,2999840.0
photobiomodulation,2999840.0
phototheraport,2999840.0
buonmarrow,2999835.0
bone marrow-on-chip as smart sensor of lung cancer relapse,2999835.0
bone marrow niche,2999835.0
lung cancer relapse,2999835.0
advanced intelligent stimulation device: hand movement restoration,2999834.25
multi-contact cuff electrode,2999834.25
ai-hand,2999834.25
neuroprosthesis,2999834.25
neural tissue stimulation,2999834.25
selective spatial stimulation,2999834.25
switch),2999822.0
energy storage in molecules,2999822.0
molecular synthesis,2999822.0
esim,2999822.0
single molecule actuator (rotor,2999822.0
gender equality network to develop era communities to coordinate inclusive and sustainable policy implementation,2999814.0
genderactionplus,2999814.0
bluelights,2999806.25
enlightening future  schools to deliver blue sustainability in europe,2999806.25
tunable and reconfigurable nanoacoustics,2999801.0
t-recs,2999801.0
protocol,2999787.5
safe-and-sustainable-by-design,2999787.5
grouping,2999787.5
advanced nanomaterials,2999787.5
in-vivo,2999787.5
platform optimisation to enable nanomaterial safety assessment for rapid commercialisation,2999787.5
method,2999787.5
teaching lytic polysaccharide monooxygenases to do cytochrome p450 catalysis,2999772.5
high-tech biotechnology,2999772.5
newcat,2999772.5
hybrid nano-catalysts,2999772.5
immobilization,2999772.5
fine compounds chemistry,2999772.5
integrated digital solution for sustainable and reliable management of international renewable energy systems.,2999772.5
interest,2999772.5
model predictive control (mpc),2999772.5
energy forecasting,2999772.5
foreign information manipulation and interference,2999766.25
detecting and countering information suppression from a transnational perspective,2999766.25
de-conspirator,2999766.25
ionosphere,2999750.0
sensory processing,2999750.0
metaplastic spintronics synapses,2999750.0
metaspin,2999750.0
brics,2999743.5
ensured,2999743.5
effective and democratic global governance,2999743.5
transforming and defending multilateralism: european union support for more robust,2999743.5
scientific excellence,2999742.5
public finance,2999742.5
labour supply and demand,2999742.5
labour market institutions,2999742.5
welar,2999742.5
evidence-based policy advice,2999742.5
welfare states,2999742.5
welfare systems and labour market policies for economic and social resilience in europe,2999742.5
crawler,2999725.0
safe inspection and maintenance supporting workers with modular robots,2999725.0
and augmented reality,2999725.0
simar,2999725.0
petrochemical,2999725.0
aerial-robotics,2999725.0
meteo-hydrological forecasting,2999700.0
hpc and big data technologies for global challenges,2999700.0
novelty architectures,2999700.0
hidalgo2,2999700.0
global systems science,2999700.0
hpda,2999700.0
transformative policies,2999687.5
swift,2999687.5
supporting women-led innovations in farming and rural territories,2999687.5
wind technology,2999687.5
multicriteria analysis of the technical,2999687.5
environmental and social factors triggering the pimby principle for wind technologies,2999687.5
wendy,2999687.5
enviromental design,2999687.5
knowledge hubs,2999687.5
modeling tools,2999687.5
nanostructured materials,2999681.0
new concept,2999679.16
integrate-lmedc,2999679.16
next generation european research infrastructure,2999679.16
feasibility study design,2999679.16
sound science case,2999679.16
integrate and sustain large medical cohort studies,2999679.16
gap analyses,2999679.16
concept development for a research infrastructure to manage,2999679.16
large medical cohorts,2999679.16
federated data analysis,2999679.16
regional development typology,2999672.0
mobility typology,2999672.0
premium_eu,2999672.0
policy recommendations to maximise the beneficial impact of unexplored mobilities in and beyond the european union,2999672.0
policy dashboard,2999672.0
cultural routes,2999634.5
fashion,2999634.5
aracne,2999634.5
advocating the role of silk art and cultural heritage at national and european scale - aracne,2999634.5
providing operational economic appraisal methods and practices for informed decision-making in climate and environmental policies,2999630.0
operational tools,2999630.0
finding the missing links in the bacterial cell cycle,2999625.0
missinglinks,2999625.0
flim-fret,2999625.0
rwanda,2999613.25
the long arms of authoritarian states,2999613.25
arm,2999613.25
scenario-based decision support,2999600.0
leaps,2999600.0
health systems modelling,2999600.0
integrating multi-disciplinary expertise in a learning and adaptive european pandemic preparedness system,2999600.0
regional policy,2999593.75
st4te,2999593.75
digital and twin transition,2999593.75
strategies for just and equitable transitions in europe,2999593.75
jobs,2999593.75
slices-pp,2999590.5
future internet,2999590.5
european research excellence in digital sciences,2999590.5
scientific large-scale infrastructure for computing/communication experimental studies - preparatory phase,2999590.5
skillab: monitoring the demand and supply of skills in the european labour market,2999587.5
skill shortages,2999587.5
labor market analytics,2999587.5
