keyword,count
fungal hyphae mediated transport,1
micol-funtrans,1
fungal highways,1
bacterial-fungal interactions,1
transparent soil,1
soil structure,1
interspecies interaction,1
soil colonization,1
microbial soil colonization and structure formation by fungal hyphae mediated transport,1
infrared imaging,1
dna degradation,1
role of minerals in preservation of sedimentary ancient dna,1
bond strength,1
minerals,1
sedimentary ancient dna,1
mindna,1
lower-extremity amputation,1
physical activity behaviour,1
podiatry,1
diabetic foot disease,1
diabetes lower extremity complications research and training network in foot ulcer and amputation prevention,1
rehabilitation medicine,1
foot ulcer,1
depolarisation,1
emotions in politics,1
eu values,1
positive policymaking narratives,1
tackle disinformation,1
encode - unveiling emotional dimensions of politics to foster european democracy,1
fostering democracy,1
glycoeggshell,1
palaeo,1
glycoprotein (glyco+protein) of the biomineralized eggshell in birds,1
avian,1
epigenetic impact,1
afrodita,1
advancing fertility and reproduction through dedicated and innovative technological applications,1
beatles,1
behavioural insights,1
co-creating behavioural change towards climate-smart food systems,1
preventing therapy resistance in esophageal cancer using advanced models and molecular signatures,1
esophageal adenocarcinoma,1
profiling,1
quantum software stack,1
quantum network stack,1
quantum internet alliance - phase1,1
quantum processing nodes,1
qia-phase1,1
sustainml,1
life-cycle oriented  model-hardware co-design framework for sustainable,1
application aware,1
energy efficient ml  systems,1
greener ai,1
prosec.co,1
private initiative,1
voluntary prosecution in its ancient greek context,1
voluntary prosecution,1
polarin: polar research infrastructure network,1
infrastructure users,1
polar research,1
polarin,1
chronic respiratory diseases,1
respiratory precision medicine phd training network- excellence through systems biology,1
respire-excel,1
asthma and copd,1
spatial and single-cell transcriptomics,1
the telosome: deciphering the architecture of the shelterin complex and its network,1
shelterin,1
dartsin,1
telosome,1
plant productivity,1
fireprod,1
burned area mapping,1
impact of tropical fire emissions on rainforest productivity,1
tropical rainforest,1
atmospheric transport,1
nutrient deposition,1
fire emissions,1
regulating rnapii levels: gaining insight into the translation,1
assembly and transport of rnapii subunits.,1
rnapii biogenesis,1
powr,1
fungal pathogen,1
blumeria hordei,1
powdery mildew resistance,1
cryptogam biodiversity dynamics under climate change in the arctic and antarctic poles,1
cryptogams,1
climatic niches,1
bipolar,1
outcome and resilience mapping,1
innovative crop rotations,1
transformative rotations for adaptation and sustainable future,1
regional solutions,1
landscape of social & economic value,1
adoption of innovations,1
d4agecol,1
digitalisation for agroecology,1
optical and electron microscopies,1
mass spectroscopy imaging,1
labelling,1
multimodlabpro,1
multimodal labelling probes for correlative nanoscale mass spectroscopy imaging,1
sims,1
labelling probes,1
fluorophores,1
probes,1
pilosyn,1
elucidation of the biosynthesis pathway of the glaucoma drug pilocarpine in pilocarpus plants,1
posidoniarxiv,1
biogeochemical,1
coupling biogeochemical analysis,1
environmental dna and ecological network analysis of sediment cores to reconstruct environmental history and ecosystem changes in posidonia oceanica meadows.,1
paleo-archive,1
social media narratives: addressing extremism in middle age,1
smidge,1
neurodiversity,1
synchrony in caregiver-child interactions across neurodiversity,1
syncc-in,1
parent-child interactions,1
consumption patterns,1
breadcrumb,1
and deliver climate and circularity co-benefits,1
bringing evidence-based food chain solutions to prevent and reduce food waste related to marketing standards,1
quasinormal modes,1
fundaments of black hole spectroscopy,1
conformal methods,1
black hole spectroscopy,1
fundbhspec,1
linking infectious disease front-liners’ control efforts with central public health authorities in the african great lakes region,1
great-life,1
discovering how bioactive compounds from seaweed kill parasitic worms,1
seaweedworm,1
anthelmintic,1
tracing the origin of volatile elements in earth and mars using nucleosynthetic compositions of potassium and zinc in meteorites.,1
nukleorigin,1
planet accretion,1
dnanometal,1
spectroscopic and spectrometric techniques,1
design of metal-stabilized dna and rna nanoconstructs potentially applicable in medicine,1
carekill,1
to care or to kill: when the needs of the many outweigh the needs of the few.,1
gram-positive cell-envelope,1
penicillin,1
“clear”: cell envelope antibacterials,1
invasome,1
invasiveness and the microbiome: gut microbial community dynamics in an invasive-native vertebrate system,1
or not to shield: deciphering dna repair pathway choice after crispr-cas cleavage,1
to shield,1
shield,1
comorbidity mechanisms utilized in healthcare,1
commute,1
knowledge-driven,1
causal machine learning,1
comorbidity mechanisms,1
integrative approach,1
real-world-data,1
documenta coranica byzantina (docobyz). byzantino-islamica in the age of digital humanities,1
docobyz,1
christian-muslim relations,1
qur’an,1
translations,1
learning from animals how to regenerate: multidisciplinary training programme in regenerative biology,1
tissue and organ regeneration,1
regenerative biology,1
regenerate-it,1
mollusc shells,1
shell proteomics,1
the molecular suite of shell bio- & archaeochromes,1
shell pigments,1
bach,1
archaeological shells,1
mollusc transcriptomics,1
mesmerise,1
impurities in the microstructure of eemian greenlandic ice via laser ablation,1
impurities,1
ice core,1
eemian,1
smartroots,1
smart roots for reducing greenhouse gases emissions from rice cropping,1
gravitational wave theory: feynman toolbox for einstein gravity,1
feynman loop integrals,1
gravitational two-body problem,1
post-minkowskian,1
gwtheory,1
post-newtonian,1
voltage-gated sodium channels,1
fixnalcn,1
exploring neuronal functions of nalcn in health and disease,1
clinical trial readiness,1
patient centered outcomes,1
therapies for renal ciliopathies,1
arpkd,1
nph,1
theracil,1
ai technology,1
modifiers,1
environmental nucleic acids,1
integrated observation,1
monitoring and prediction architecture for functional biodiversity of coastal seas,1
diversea,1
artificial intelligence and machine learning,1
disrupting buddhist circular economies: excess and abandonment in contemporary japan,1
and evaluation of biofilm eradicating hybrid liquid crystalline nano-coatings for new 3d porous orthopedic implants,1
in vitro evaluations,1
orthopedic implants,1
inverse non-lamellar liquid crystalline phases,1
biofilm infections,1
lc-nanocoat,1
antimicrobial coatings,1
planthologenome,1
the plant hologenome – is plant adaptative potential shaped by its microbionts?,1
hybrid spin-mechanical quantum systems,1
hyspecqs,1
personalized medicine in chronic kidney disease,1
picked,1
bodyfluids,1
deathrit,1
and cultural politics,1
comparative literary studies,1
eighteenth century studies,1
death rituals and britain’s body: antiquarianism,1
scandinavia,1
miexia,1
mtrna metabolism,1
mitochondria-inflammation crosstalk and exercise-induced pathways in cachexia,1
ultratopo,1
mechanical dissipation engineering,1
quantum electro-,1
phononic waveguides,1
ultra-coherent topological phononic waveguides—towards classical and quantum interconnect,1
topological physics,1
elucidating the structural origin of nir-emission from ag-dna,1
pair distribution function analysis,1
nir-emitting ag-dnas,1
metal clusters,1
socio-economic inequality,1
flexible employment,1
work-life balance,1
job transitions,1
transeuroworks,1
transforming european work and social protection: a new proactive welfare state fit for the future world of work,1
atypical work,1
retraining,1
the mystery of differentiation: exploring the link between enhancer priming and cell cycle in ventral foregut stem cells,1
enhancer priming,1
pancreas differentiation,1
ventral foregut stem cells,1
epic-vfg,1
identifying the role of injury-associated cellular reprogramming in the early oncogenic transformation of human colonic epithelium,1
precode,1
a 21st century approach to study chytrid fungal infections in an amphibian hybrid zone,1
bombina21,1
volatile organic compounds (voc),1
u-arctic,1
soluble di iron monooxygenases (sdimos),1
microbial isoprene cycling response in the arctic,1
doctoral network for a shared excellence of fluorescent lifetime imaging microscopy in biomedical applications,1
flimagin3d,1
nerve growth factor,1
tropomyosin receptor kinase a,1
nerve growth factor delivery into the brain – focus on therapeutic potential in alzheimer’s disease and in vivo evaluation via pet,1
transferrin receptor,1
beyond the bbb,1
blood-brain barrier transport,1
positron-emission tomography,1
book mobility,1
filol,1
dispersed libraries,1
knowledge mobility,1
library history,1
book collecting,1
book trade,1
finding the lost library: hernando colón's dispersed books worldwide,1
recurrent miscarriage,1
rmcmplxpheno,1
recurrent miscarriage as a complex phenotype: harnessing large-scale clinical data to uncover underlying biological pathways,1
bergen research and training program for future ai leaders across the disciplines,1
lead ai,1
intestinal stem cells,1
probing the role of mechanosensory pathways in regulating intestinal stem cell activity and gut homeostasis,1
mechanogut,1
gene expression patterns,1
food design thinking,1
networking for excellence in the development of innovative,1
sensory analysis,1
consumer-oriented horticultural food products using the living lab approach,1
novel food product,1
perception tracing,1
hortifoodtrends,1
howa,1
home-making,1
life trajectories,1
interdisciplinary displacement studies,1
home waves. home-making and life trajectories in flood-risk areas of central mozambique,1
flood risk,1
research of excellence,1
irb-target,1
3i dimension,1
personalized career development,1
irb barcelona international phd programme: on target for high-impact biomedicine,1
impact-oriented training,1
human traffickers: the social circuits of human trafficking and transnational,1
trafficker,1
mind-nhe6,1
mammalian membrane protein,1
molecular insights into human nhe6: from dimerization to disease implications,1
native nanodiscs,1
christianson syndrome,1
single particle cryo-em,1
hydrogen exchanger,1
eufore,1
european forest research and innovation ecosystem,1
living drugs,1
precision genomics,1
multidisciplinary approach,1
bedside manufacture,1
central european advanced therapy and immunotherapy centre,1
creatic,1
in vitro cell and tissue imaging,1
hyperpolarized sensors for probing metabolism in microfluidic organ-on-chip platforms,1
microhyperprobe,1
european researchers' night and researchers at schools israel 2024-2025,1
researchers',1
erni2024,1
researchers exchange,1
ciss,1
exqiral,1
program exchange for chiral symmetry,1
chiral matter,1
microbiome and microbial pesticides,1
ration,1
ds-rna,1
risk assessment innovation for low-risk pesticides,1
plant extracts,1
stakeholders forum,1
understanding of biological pathways,1
preventing obesity through biologically and behaviorally tailored interventions for you - better4u,1
better4u,1
prevention of weight gain,1
personalized guidelines,1
weight gain biology,1
migut-health,1
personalised blueprint intestinal health,1
early clinical symptoms of ibd,1
health-to-disease transition,1
health status monitoring,1
microbed,1
host-microbiome interaction,1
the influence of gut microbiota and microbial metabolites on a mouse model relevant to binge eating disorder,1
nsc,1
sensory systems,1
drug profilling,1
in vivo drug screening,1
droscreeneuro,1
adult neuronal regeneration,1
a drug screen for enhancers of adult neurogenesis in ageing: drosophila as a new translationally-relevant platform,1
nervous system rejuvenation,1
hipsc,1
stic-gbm,1
spatio-temporal dynamics of immune circuitry in glioblastoma: from single cells to comprehensive models of tumor niches,1
imminent disease prediction and prevention at the environment host interface,1
immediate,1
single-cell atac-seq,1
preleukmec,1
deciphering the intrinsic and extrinsic mechanisms shaping aging and leukemic evolution of hematopoietic stem cells at the single cell level,1
preleukemic mutations,1
user support,1
membership expansion,1
elixir-steers,1
workflows,1
ebeam4therapy,1
very high energy electrons,1
medical equipment,1
very high energy electrons beam for radiotherapy,1
laser plasma accelerator,1
deep tissue tumours,1
micro-mechanical pump for next generation insulin delivery systems,1
microcapillary pump,1
electrostriction,1
pro-wild,1
protect and promote crop wild relatives,1
tolerance to biotic and abiotic stress,1
genebank,1
beet,1
carboxylic acid reduction,1
w-biocat,1
tungsten enzymes,1
hydrogenase,1
computational protein design,1
tungsten biocatalysis – heavy metal enzymes for sustainable industrial biocatalysis,1
cofactor biosynthesis,1
easvolee,1
chemical transport modeling,1
effects on air quality of semi-volatile engine emissions,1
semivolatile organics,1
unravelling the dark universe from the canary islands observatories,1
new probes of dark matter,1
undark,1
particle dark matter,1
microbiome-drivers of liver fibrosis,1
micfib,1
sensing technologies (remote,1
and holistic spectroscopy traceability for improved soil,1
safe wheat agriculture towards sustainable health: innovative sensing techniques,1
wheatwatcher,1
plant health and safe wheat grain,1
proximal),1
white matter integrity,1
smart-phone based assessment,1
recent-onset psychosis,1
genetic risk,1
psychosis risk subtypes and white matter integrity: exploring subgroup trajectories,1
environmental risk factors,1
risk-matter,1
cure heartandbrain,1
postdoctoral training,1
equal rights opportunities,1
cure heartandbrain  postdoctoral cofund programme by cnic,1
actigraphy,1
plasma biomarkers,1
basal forebrain,1
ultra-high field mri,1
high-resolution neuroimaging approach,1
focusing on deep sleep-wake brain regions in the context of alzheimer's disease pathogenesis: a multi-modal,1
adeepsleep,1
sleep-wake regulation,1
and resilience of healthcare workers in changing environments,1
improving mental health,1
individual resilience,1
apollo2028,1
causal effects,1
rf-emf,1
risk perception,1
thermoregulation,1
and risk perception through citizen engagement,1
5g exposure,1
child and occupational health,1
neuropsychological effects,1
brain function,1
ionoacoustic,1
dose monitoring,1
towards ultra-high dose rates in proton therapy: an ionoacoustic approach for in vivo dose monitoring,1
gogreennext promoting future health in ciites,1
go green next,1
european action for social entrepreneurship support,1
registration,1
gogreen: green strategies to conserve the past and preserve the future of cultural heritage,1
preventive conservation,1
gogreen,1
remedial conservation,1
optimising and interpreting dental cortisol methods and data for archaeology,1
early-life adversity,1
de-stress,1
maternal stress,1
detecting stress in early-forming teeth: advancing,1
natural hazards and environmental pollution,1
technologies and methods for improved resilience and sustainable preservation of underwater and coastal cultural heritage to cope with climate change,1
thetida,1
small cerebral vessel diseases,1
brain microangiography,1
functional ultrasound,1
microvasc,1
ultrasound localization microscopy,1
remote whole-brain functional microscopy of the vascular system: a paradigm shift for the monitoring and treatment of small vessel diseases,1
cost effectiveness,1
4d picture,1
care paths,1
patient preferences,1
design-based data-driven decision-support tools: producing improved cancer outcomes through user-centred research,1
prognostic modelling,1
breaking anca,1
anca-associated vasculitis,1
molecular mimicry,1
mucosal breaks of bacteria,1
mucosal breaks of bacteria trigger pathogenic b-cell responses in anca-associated vasculitis,1
minimally invasive neuromodulation implant and implantation procedure based on ground-breaking graphene technology for treating brain disorders,1
neuromodulation implant,1
closed-loop neuromodulation,1
minigraph,1
robotic brain implantation,1
genetic therapies,1
a european training program to foster the full therapeutic potential of antisense technology across tissues,1
rna-based therapies,1
model systems,1
glucose variability patterns for precision nutrition in diabetes,1
continuous glucose monitoring,1
glucotypes,1
endotypes,1
immune cell integration and response,1
heart attack in a dish,1
generating a 3d micro necroptosis induced myocardial infarction model,1
inducible disease model,1
minimi,1
serotype-specific immunity,1
bcr sequencing,1
idspnbmem,1
recombinant monoclonal antibodies,1
pneumococcal conjugate vaccines,1
b cell cloning,1
characterization of protective anti-pneumococcal b cell immunity after immunization.,1
multidisciplinary ncd prevention package freshair4life: targeting tobacco and air pollution exposure in mid- to late adolescents in disadvantaged populations,1
implementation research on the tailored,1
freshair4life,1
tobacco,1
disadvantaged populations,1
youth advocacy,1
ncd prevention,1
anti-glycan antibodies (asca),1
glycantrigger,1
personalized prevention,1
glycans as master triggers of health to intestinal inflammation transition,1
innate immune response,1
towards cancer patient empowerment for optimal use of antithrombotic therapy at the end of life,1
hemorrhage,1
antithrombotic therapy,1
web-based application,1
extra-pulmonary tb,1
epitb: addressing an unmet need: same day diagnosis of extra-pulmonary tb in a high burden setting.,1
epitb,1
transcription coupled repair,1
dna mismatch repair,1
dna repair state machines,1
repstate,1
crispr genome editing,1
gene therapy of rare diseases,1
getradi,1
systems and authorities to benefit from a healthy supply of useful apps.,1
health professionals,1
adopting iso 82304-2 and a trusted eu mhealth label for a single market that enables patients,1
label2enable,1
patient-centric,1
patient lifestyle and disease data interactium,1
experience measures,1
paladin,1
improving understanding of lung immunity in tuberculosis to establish a diverse,1
immune protection,1
innovative tb vaccine pipeline targeting mucosal immunity,1
platform technologies,1
tbvac-horizon,1
elucidating drivers of human inflammatory bowel disease by next-generation organoid modeling,1
crohn’s disease,1
ediom,1
human immunology,1
air-liquid interface organoids,1
identification and development of novel colorectal cancer biomarkers via state-of-the-art liquid biopsy approaches,1
colomark,1
rna biomarkers,1
ctdna,1
edge-computing,1
snapshot spectral imagers,1
photonic integrated lidar and snapshot spectral imagers for scaling up multimodal perception in precision applications,1
quantum dot detectors,1
vnir,1
cloud-edge platform,1
multimodal perception,1
follicular lymphoma(fl),1
large b-cell lymphoma (lbcl),1
beat b-cell lymphoma,1
spacial transcriptomics,1
car-tcells,1
beat b-cell lymphoma: biomarkers of effective cart19 assessed in the tissue microenvironment,1
prime-rose,1
mission cancer,1
treatment intervention,1
drup,1
precision cancer medicine repurposing system using pragmatic clinical trials,1
fostering f.a.i.r. data and standards in rare hematological diseases,1
haemoglobinopathies,1
biomedical informatics,1
hemafair,1
rare haematological diseases,1
metastases,1
pact4eye,1
innovative photoactivated ruthenium chemotherapy to treat eye cancer,1
hypoxic tumour,1
cancer and microbiome,1
glycotwinning: building networks to excel in glycosciences,1
glycan-protein interactions,1
lectins and adhesins,1
glycan recognition,1
glycotwinning,1
replifate,1
dna replication at the heart of cell fate decisions and cancer development,1
truly portable mri for extremity and brain imaging anywhere & everywhere,1
low field mri,1
nextmri,1
musculoskeletal mri,1
interventional oncology,1
key enabler for multimodal care pathways and combination therapies,1
imagio,1
imaging and advanced guidance for workflow optimization in interventional oncology,1
rna-aptamers,1
targeting rna as an approach for treating retinal disease,1
retinal degeneration,1
retorna,1
micro rna,1
rna therapies,1
vaccine platform,1
helminth,1
innovations for vaccines against helminth infections,1
wormvacs2.0,1
data-based validation,1
insafedare,1
safety assurance,1
innovative applications of assessment and assurance of data and synthetic data for regulatory decision support,1
synthetic datasets,1
3d cardiac organoids,1
transcription factor-mediated induction of cardiomoycyte proliferation.,1
trafica,1
miniaturized plasma emission spectroscopy-based breath analysis for unobtrusive at-home monitoring and prediction of copd exacerbations,1
exacerbations,1
breath-sense,1
anti-drug antibodies,1
functional drug monitoring,1
ttv,1
dmards,1
maximising impact of prescription drugs in rheumatoid arthritis,1
treat-to-target,1
models of care,1
squeeze,1
alternative delivery,1
rapid-acting vaccine for all seasonal and pandemic influenza viruses,1
universal influenza vaccine,1
intranasal,1
clinical challenge study,1
innovative manufacturing,1
fluniversal,1
disease burden,1
revealing unnatural signatures of protection by repeat controlled human schistosome infection.,1
controlled human infection,1
rechisvac,1
schistosomiasis,1
experimental vaccinology,1
bias minimisation,1
synthetic data generation framework for integrated validation of use cases and ai healthcare applications,1
clinical utility validation,1
sd publishing platform,1
elsi,1
synthia,1
regulatory impl,1
patient data  privacy protection,1
federated infrastructure,1
griponmash,1
grip on mash: global research initiative for patient screening on mash,1
risk algorithms,1
a multi-omics approach for novel drug targets,1
targetmi,1
biomarkers and risk algorithms for myocardial infarction,1
ig gene repertoire,1
bmem-malaria,1
identifying cellular and molecular features of protective anti-malaria b cell response,1
b cell immunology,1
stratification of patients using advanced integrative modeling of data routinely acquired for diagnosing rheumatic complaints,1
musculoskeletal complaints,1
rheumatic diseases,1
spiderr,1
adaptmet,1
deconstructing adaptive evolution of metastasis,1
stroma,1
mmm,1
antisense-oligonucleotides,1
medicine made to measure.,1
personalised genetic medicine,1
single patient tailored antisense oligonucleotide treatments,1
severely debilitating or life threatening rare neurological diseases,1
bugs4urate - precision nutrition strategies for investigating probiotic,1
food for special medical purposes,1
bugs4urate,1
clinical nutrition,1
gout,1
glycan,1
and microbiome factors in hyperuricemia and gout prevention,1
myasthenia gravis,1
igg4-treat,1
autoimmune encephalitis,1
lgi1,1
systematic study of igg4-autoimmune diseases to develop new treatment strategies,1
igg4 autoimmune diseases,1
id-darkmatter-ncd,1
environmental and genetic factors tipping the balance towards ncds,1
unraveling the dark matter of infectious diseases,1
microbiota-immune axis,1
hla genotyping,1
bcr,1
tcr germline variation,1
autoimmautoimmunity,1
crohn,1
single cells in autoimmune inflammatory diseases,1
´s disease,1
stakeholders participation,1
good environmental status,1
aquatic pollution from light and anthropogenic noise: management of impacts on biodiversity,1
aquaplan,1
assessing efficacy and safety of genome editing approaches for sickle cell disease,1
editscd,1
transition of 2d-chemistry based supercapacitor electrode material from proof of concept to applications,1
trans2dchem,1
scientific training programme for advanced research and knowledge in light-matter engineering,1
experimental and theoretical spectroscopies,1
solid state physics,1
sparkle,1
design of experiment,1
multioptimization analysis,1
multidimensional integrated quantitative approach to assess safety and sustainability of nanomaterials in real case life cycle scenarios using nanospecific impact categories,1
integrano,1
lead time reduction,1
life cycle stages,1
cancerna,1
rna degradation,1
rna processing,1
nonsense mediated decay,1
splicing factors,1
rna processing for anti-cancer immunotherapy,1
high-efficiency perovskites on flexible substrates for sustainable applications,1
hepaflex,1
laser digital transfer of 2d materials enabled photonics: from the lab 2 the fab,1
l2d2,1
si emitters,1
laser induced forward transfer,1
mandatory palestine,1
settler-colonialism,1
generations,1
understanding the top-down and bottom-up development of emotional styles in a modern colonial context: the case of the jewish community in mandatory palestine,1
colemp,1
n-ary spintronics-based edge computing co-processor for artificial intelligence,1
analog computing,1
ai co-processor,1
neuromorphicspintronics,1
multispin.ai,1
narcosis,1
new psychoactive substance,1
non-targeted forensic multidisciplinary platform for investigation of drug-related fatalities,1
circularity enhancements by low quality scrap analysis and refinement,1
steel scrap utilisation,1
caesar,1
brain-computer interfaces (bci) visual evoked potentials (vep) steady state visual evoked potentials (ssvep) frequency-modulated veps (fveps) code-modulated veps (cveps),1
donut,1
european doctoral network for neural prostheses and brain research,1
harasseu,1
street harassment as a public problem: the circulation of policy frames and solutions in europe,1
social problems,1
pragmatic sociology,1
street harassment,1
simspas,1
joint hyper-resistance,1
neuromusculoskeletal modelling,1
reactive balance,1
predictive simulations,1
development of a simulation platform to study the role of joint hyper-resistance in functional tasks in children with cerebral palsy.,1
shift work,1
development and evaluation of nutritional strategies to reduce and prevent obesity in shift workers,1
strategy development,1
personal needs,1
shift2health,1
obesity prevention,1
food choice and preferences,1
improving bees' resilience to stressors by restoring harmony and balance,1
heat resistance,1
pollinator carrying capacity,1
target site mutations,1
adaptation to climate,1
competition with wild pollinator,1
darwinian selection,1
in-hive thermoregulation,1
better-b,1
nlrp3 inflammasomes,1
fibrotarget,1
validation of novel immunotherapeutic targets against fibrosis in inflammatory bowel diseases,1
myeloid cells,1
intestinal fibroblast,1
tyk2,1
complement 3,1
urban analytics,1
smart sustainable cities moving forward with digital twins,1
nextcity,1
sustainable urban development,1
urban policymaking,1
exploratory research,1
visualization,1
city digital twin,1
training &networking,1
lago,1
lessen data access and governance obstacles,1
trusted digital ecosystems,1
tolerogenic vaccine,1
clearance,1
t cell receptor engineered tregs,1
an integrated approach to restore tolerance in autoimmune disease,1
immune-mediated thrombotic thrombocytopenic purpura,1
environmnent,1
industrial urban symbiosis and its social,1
symsites,1
industrial urban symbiosis,1
economic and environmental impact on different european regions,1
zooom,1
open software hardware data awareness raising legal business toolkit trustworthiness licensing ip collaborative strategic value chains knowledge generators innovation agencies tto patlib dih edih,1
3os and ip awareness raising for collaborative ecosystems,1
nanospectroscopy,1
selfassembly,1
graphene superlattices,1
covalent functionalization,1
van der waal interaction,1
nanoengineering of multicomponent reversible graphene superlattices: probing the fundamentals from the molecular level to the device scale.,1
mrgs-nano-spec.,1
photochromic molecules,1
goal regulation,1
towards a mechanistic account of maintenance goals,1
tmam,1
prognostic,1
co-decision-making,1
integrative science,1
i3lung,1
intelligent data platform for individualized lung cancer care with immunotherapy,1
medical informatics,1
tool,1
eu-cip,1
european knowledge hub and policy testbed for critical infrastructure protection,1
knowledge network,1
exploitation of research outcomes,1
vali,1
information analysis,1
information collection,1
multiopstruct,1
developing multifunctionally optimal composite structures for construction and transportation applications with an emphasis on environmental sustainability,1
data driven methods,1
cost reduction pathways and environmental evaluation of offshore installed floating solar energy farms,1
nautical sunrise,1
survivability assessment,1
offshore solar,1
offshore floating pv,1
undine,1
vaccine failure,1
diagnostic tests,1
immune pathogenesis,1
the human genetic and immunological determinants of the clinical manifestations of sars-cov-2 infection: towards personalised medicine,1
inborn error of immunity,1
sparkles,1
light-management,1
femtosecond laser processing for micro- and nanopatterning of metal halide perovskite thin films for enhanced light management in solar cells,1
fs-laser processing,1
equitable development,1
understanding latin american challenges in the 21st century,1
global cities,1
lac-eu,1
regionalism,1
sensory feedback,1
agilesim,1
terrain navigation,1
neuromusculoskletal modeling,1
contributions of muscle mechanics and sensorimotor control to agile locomotion,1
biotool-chf,1
biomarker based diagnostic toolkit to personalize pharmacological approaches in congestive heart failure,1
valued-based medicine,1
diuretics,1
robust-trustworthy ai related risks,1
large scale pilots in critical dοmains,1
trustworthiness assessment framework,1
human centered approach,1
fostering artificial intelligence trust for humans towards the optimization of trustworthiness through large-scale pilots in critical domains,1
refining capacity,1
enicon,1
circular flowsheets,1
sustainable processing of europe's low-grade sulphidic and lateritic nickel/cobalt ores and tailings into battery-grade metals,1
comparative legal history,1
lombard law,1
ritual and symbolism,1
early irish law,1
early medieval legal history,1
women in the domain of ritual: a comparative analysis of early medieval irish,1
and frankish law texts,1
frankish law,1
lombard,1
smart sensor,1
adaptive systems,1
self-adaptive and automated learning framework for smart sensors,1
sea2learn,1
recal,1
recycling technologies for circular aluminium,1
risk analyses and modelling,1
fermi,1
fake news risk mitigator,1
fake news spread modelling,1
coronal heating,1
dynamics of the solar corona in the era of data intensive observations,1
magnetohydrodynamic waves,1
dynasun,1
ibra y trimming,1
cae,1
design for iga-type discretization workflows,1
isogeometric,1
data intermediaries,1
data curation,1
nlp and machine learning models,1
ai powered data curation & publishing virtual assistant,1
aidava,1
explainability & trustworthiness,1
intelligent virtual assistant,1
patient centricity,1
personal health knowledge graph,1
integrated multi-angle research and training network to eradicate leukemia minimal residual disease,1
medication response,1
artificial intelligence-based parkinson’s disease risk assessment and prognosis,1
ai-prognosis,1
neural stem cell differentiation,1
low-field magnetoresistance sensors,1
nanoplatforms for neuroscience,1
neuronanotech,1
quantifarm,1
independent monitoring,1
assessing the impact of digital technology solutions in agriculture in real-life conditions,1
innovative advisory services,1
collaborative and inclusive digitisation and management of cultural heritage,1
digitised cultural heritage reuse,1
cultural heritage digitisation management,1
cultural sensitivity,1
reevaluate,1
framework for safe,1
digitised cultural heritage ipr management,1
democratised contextualisation,1
modernist childhoods: the figure of the child in women's fiction,1
modernist literature,1
modchild,1
1890-1950,1
interviewing,1
the political (in)significance of extreme weather events,1
public spheres,1
weather events,1
ultrasound monitoring and identification of progressive failure behavior of 4d printed meta structures,1
absorb energy,1
investigation of mechanical properties,1
reversing energy absorption,1
composite 4d printed structures,1
smart meta-structure,1
srms,1
ultrasound measurement,1
decentralized platform for fair creative content distribution empowering creators and communities though new digital distribution models based on digital tokens,1
dafneplus,1
h2plasmared,1
co2 mitigation,1
steelmaking sidestreams,1
hydrogen plasma smelting reduction (hpsr),1
process control and optimization,1
hydrogen plasma reduction for steelmaking and circular economy,1
dependable smart energy systems,1
dense,1
a personalized prevention roadmap for the future healthcare,1
health system sustainability,1
prophet,1
omics data,1
beyond culture: towards a phenomenological foundation of anthropology,1
husserl,1
lifeworld,1
merleau-ponty,1
technology contracts,1
social and cultural anthropology,1
silicon valley,1
sts,1
nigeria,1
tech-hub,1
africa’s silicon landscapes: negotiating information and communication technology in lagos,1
lagostech,1
social dynamism,1
lagos,1
icts,1
energy retrofit,1
from housing inequality to sustainable,1
taxation and fiscal policy,1
inclusive and affordable housing solutions,1
land for housing,1
housing allowances,1
financialisation of housing,1
homelessness,1
equalhouse,1
molecular photoswitches,1
breaking the resolution limit in two-photon microscopy using negative photochromism,1
4for2,1
two-photon absorption,1
consumers’ understanding of eating sustainably,1
persuasive cues,1
cues,1
food labelling,1
i-game,1
building a community for the co-creation of games with high impact on innovation,1
social cohesion and growth,1
dynamic network,1
openswarm,1
orchestration and programming energy-aware and collaborative swarms with ai-powered reliable methods,1
technological transformation,1
bridging risks to an inclusive digital and green future by enhancing workforce skills for industry 5.0,1
bridges 5.0,1
workplace innovation,1
upscaling & piloting,1
lithium hydroxide,1
lithos,1
li-hard-rock ore,1
lower-grade pegmatite and rmg deposits,1
metallurgical process,1
cost-effective processing and refining of lithium into lithium hydroxide from strategic european multi-mineral lithium hard-rock projects,1
hydrosphere & atmosphere,1
circular economy for the sustainable earth spheres- geosphere,1
environmental management,1
ecosphere,1
trustworthy ai for improvement of stroke outcomes,1
trustroke,1
ritual practices,1
turkish islam,1
muslim women,1
holi,1
'house of light': home and piety in the gülen movement,1
gülen movement,1
muslim diaspora,1
gap_noise,1
multi-physics modelling,1
electrified vehicles,1
electrical drives,1
global acoustic interaction and psychoacoustic impact of the autonomous vehicles in interior and exterior noise,1
sound and vibration quality,1
extraintestinal pathogenic e. coli,1
high-throughput single-cell phenomics,1
excellgen,1
expec physiology,1
what to expect of expec: is the success of extraintestinal pathogenic e. coli linked to specific genomic and cellular properties?,1
upcycle,1
process simulation,1
lignocellulosic waste,1
reactor engineering,1
upscaling deep conversion routes for hard-to-recycle biogenic waste,1
biorefinieries,1
cardiometabolic disease,1
multi-omics analysis,1
multilevel inflammatory regulation in cardiometabolic disease,1
