count,kw,categories,subcategories,subsubcategories
1,uav fungal diseases,['HEALTH'],[],[]
1,embedded intelligence,['NATURE'],[],[]
1,global history,[],[],[]
1,space data exploitation,"['DIGITAL TECHNOLOGIES', 'SPACE']","[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,dynamic,[],[],[]
1,characterisation techniques,[],[],[]
1,plant hydrodynamics,['NATURE'],[],[]
1,motor unit decomposition,[],[],[]
1,securing investment,['SECURITY'],[],[]
1,a revolution in rotation sensing,['SENSORS'],[],[]
1,innovative co-creation soil health living labs,['HEALTH'],[],[]
1,generations,[],[],[]
1,lepton flavor universality,[],[],[]
1,space-time visualization of photo-excited carrier dynamics in ferroelectric solar-energy converters by ultrafast electron microscopy,"['ENERGY', 'SPACE']",[],[]
1,development and application of ultrafast low-energy electron microscopy,['ENERGY'],[],[]
1,brain organoid-on-chip: a microfluidic platform to study neocortical development,[],[],[]
1,natural resources and environmental economics,['ECONOMY'],[],[]
1,thermochemical heat recovery and upgrade for industrial processes (techupgrade),['INDUSTRY'],[],[]
1,liquid metal catalyst substrates,"['METALS', 'CHEMISTRY']",[],[]
1,sensitivity analysis,[],[],[]
1,datagov,[],[],[]
1,thz sources,[],[],[]
1,integration of optical and sar data,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,real-time growth studies of high-entropy alloy thin films: phase formation and stress evolution,['METALS'],[],[]
1,multicolor flow cytometry,[],[],[]
1,immigrant background,[],[],[]
1,bioeconomics,['ECONOMY'],[],[]
1,north atlantic oscillation,[],[],[]
1,quantum memory interface based on multicolor unconditional quantum teleportation,['QUANTUM'],[],[]
1,earth’s inner core,[],[],[]
1,developing high-energy tellurium/selenium redox-amphoteric conversion cathode chemistry for aqueous aluminum batteries,"['CHEMISTRY', 'ENERGY', 'BATTERIES']",[],[]
1,spin-torque ferromagnetic resonance,['MAGNETS'],[],[]
1,rewiring gene regulatory circuits to enhance central nervous system repair,"['REPAIRING', 'PUBLIC']",[],[]
1,schools and kindergartens,['EDUCATION'],[],[]
1,plastics recycling from and for home appliances,['SUSTAINABILITY'],[],[]
1,biomend,[],[],[]
1,conflict resolution,[],[],[]
1,anthropogenic carbon,[],[],[]
1,sahel,[],[],[]
1,biologics,[],[],[]
1,cost-effective,[],[],[]
1,stellatezen,[],[],[]
1,paper and cardboard lamination,[],[],[]
1,next generation high-speed optical networks for metro access,['NETWORKS'],[],[]
1,family resilience,['RESILIENCE'],[],[]
1,therapeutic discovery for inflammatory bowel disease,['HEALTH'],[],[]
1,antibiotics,HEALTH,[],[]
1,tephrachronology,[],[],[]
1,n6-methyladenosine,[],[],[]
1,dichalcogenides of transition metals,"['METALS', 'CONDUCTORS']",[],[]
1,isolating the first arctic giant viruses and their bioactive compounds (arcgirus),[],[],[]
1,non-tailpipe and brake emissions,[],[],[]
1,scalable learning for reproducibility in high-dimensional biomedical signal processing: a robust data science framework,"['MODELLING', 'RESILIENCE', 'DIGITAL TECHNOLOGIES', 'SIGNAL PROCESSING', 'INFORMATION', 'HEALTH']","[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,control mechanisms and robustness of  multicellular symmetry breaking,['RESILIENCE'],[],[]
1,blast resistant self-centering textile reinforced concrete strengthening,['MATERIALS'],[],[]
1,in fiction and life writing,[],[],[]
1,artists' periodicals,[],[],[]
1,improving tropical forest conservation in africa,"['NATURE', 'ECOLOGY']",[],[]
1,organizational economics,['ECONOMY'],[],[]
1,ibc,[],[],[]
1,subglacial hydrology,['HYDROLOGY'],[],[]
1,particle dark matter,[],[],[]
1,post-buckling tests,[],[],[]
1,cranial surgery,['HEALTH'],[],[]
1,spirocyclic cams as novel and ultrapotent anti-hbv drugs (s-cam),['HEALTH'],[],[]
1,retouch,[],[],[]
1,5,[],[],[]
1,management system,[],[],[]
1,automated smart terminals,['AUTOMATION'],[],[]
1,philosophy of art,"['ART', 'PHILOSOPHY']",[],[]
1,democratizing art and culture,"['ART', 'CULTURE']",[],[]
1,elate,[],[],[]
1,strain engineering to design functional  4d polymorphism in nanostructured materials,['MATERIALS'],[],[]
1,socio-political-economic changes,[],[],[]
1,preservation,['ECOLOGY'],[],[]
1,fairicube,[],[],[]
1,sugarcoating matters: deciphering the effects of aberrant receptor n-glycosylation on oncogenesis and drug resistance in acute myeloid leukemia,['HEALTH'],[],[]
1,perovskite photovoltaics,['PHOTONICS'],[],[]
1,ultrafast optical antiferromagnetic topological spintronics,['MAGNETS'],[],[]
1,reactive adaptive behaviour elicited by events in close proximity of the body,[],[],[]
1,coherent control,[],[],[]
1,p-adic methods,[],[],[]
1,analog photonic computation,['PHOTONICS'],[],[]
1,photoacoustic imaging,[],[],[]
1,economic linkages,[],[],[]
1,ignite,[],[],[]
1,timenanolive,[],[],[]
1,kinetic modeling,[],[],[]
1,women's agencies,[],[],[]
1,il4i1,[],[],[]
1,mammalian health,['HEALTH'],[],[]
1,post-minkowskian,[],[],[]
1,mind wandering,['HEALTH'],[],[]
1,p53 y220c covalent modifier,[],[],[]
1,psst,[],[],[]
1,and sustainable cloud-native communication systems,"['DIGITAL TECHNOLOGIES', 'SUSTAINABILITY']","[('DIGITAL TECHNOLOGIES', 'COMPUTING')]","[('COMPUTING', 'CLOUD COMPUTING')]"
1,cultured meat and seafood,['CULTURE'],[],[]
1,neurodevelopment,[],[],[]
1,antarctic,[],[],[]
1,non-hermitian topology,[],[],[]
1,b-brighter,[],[],[]
1,afghanistan,[],[],[]
1,a conceptual history of 'tradition' in the modern arab world: egypt and greater syria in the 19th and 20th centuries,[],[],[]
1,the viral imaginary: between crisis and routine,[],[],[]
1,tactics,[],[],[]
1,solar for ice to thrust,[],[],[]
1,fsocforsar,[],[],[]
1,shield4grape,[],[],[]
1,hapi,[],[],[]
1,pompeii,[],[],[]
1,enlighten,[],[],[]
1,agent-based model predictive control,['MODELLING'],[],[]
1,co-governance,['PUBLIC'],[],[]
1,impulsive vibrational spectroscopy (ivs),['PHYSICS'],[],[]
1,atomic layer deposition,['NUCLEAR'],[],[]
1,environmental education,['EDUCATION'],[],[]
1,hardware acceleration with tunable sram/imc voltages,[],[],[]
1,elevating the scalability potential of eu smart cities’ business for green and sustainable deep tech based solutions,"['SUSTAINABILITY', 'URBAN', 'BUSINESS']",[],[]
1,jorigins,[],[],[]
1,black holes -- active galactic nuclei: feeding,['SPACE'],[],[]
1,tolerate,[],[],[]
1,bridging greek philosophy,['PHILOSOPHY'],[],[]
1,underground large scale seasonal energy storage for decarbonized and reliable heat,['ENERGY'],[],[]
1,formation of high-value dense plant biocondensates,['NATURE'],[],[]
1,syria,[],[],[]
1,solar home system,[],[],[]
1,dinosaurs,[],[],[]
1,pipcontactsite,[],[],[]
1,pachamama,[],[],[]
1,uncan,[],[],[]
1,processing-in-memory architectures and programming libraries for bioinformatics algorithms,['BIOINFORMATICS'],[],[]
1,k-ccri,[],[],[]
1,myo_matrix,[],[],[]
1,nanoparticles encapsulated (ops),[],[],[]
1,eocoe-iii,[],[],[]
1,infants and young children and health workers,"['HEALTH', 'MILITARY', 'CHILDREN']",[],[]
1,phase 1,[],[],[]
1,potato crop effective management strategies to tackle future pest threats,[],[],[]
1,afriheat,[],[],[]
1,sunset,[],[],[]
1,human-centred approach,['HUMAN'],[],[]
1,dense matter,[],[],[]
1,gemini,[],[],[]
1,dark matter halo,[],[],[]
1,high power,[],[],[]
1,multi-lab collaboration,['LABOR'],[],[]
1,motivations,[],[],[]
1,scientific skills,[],[],[]
1,building services,[],[],[]
1,graphene oxides,['MATERIALS'],[],[]
1,market impact,[],[],[]
1,epicuticular electrification: spontaneous charging of materials at the world's largest bio-air interface,['MATERIALS'],[],[]
1,digital twin ocean,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DIGITAL TWIN')]",[]
1,enzyme structure,[],[],[]
1,m4mid,[],[],[]
1,u_can,[],[],[]
1,authoritative data,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,dental implant,[],[],[]
1,neurovascular coupling,[],[],[]
1,microseisms,[],[],[]
1,galactic astronomy,"['PHYSICS', 'SPACE']",[],[]
1,beta amino carbonyls,[],[],[]
1,ozone depletion,[],[],[]
1,flexible and rollable high-efficient tandem perovskite solar cells and modules,[],[],[]
1,energy and economic benefits,['ENERGY'],[],[]
1,imdigicomm,[],[],[]
1,mobileworlds,[],[],[]
1,grid injection,[],[],[]
1,'unmet' - uncovering mechanisms and establishing strategies to target vessel co-opted colorectal cancer liver metastases,['HEALTH'],[],[]
1,lakes,[],[],[]
1,ads-b,[],[],[]
1,intercellular trading in nucleotide metabolism: an emerging target,['ECONOMY'],[],[]
1,quantum information processing in high-dimensional ion trap systems,"['QUANTUM', 'INFORMATION']",[],[]
1,hospitalization,[],[],[]
1,age-adapt,[],[],[]
1,family policies,['PUBLIC'],[],[]
1,epichs,[],[],[]
1,multilab,[],[],[]
1,big-5,[],[],[]
1,urban climate justice and community participation: towards inclusive adaptation strategies,"['URBAN', 'CLIMATE', 'SOCIAL']",[],[]
1,respire,[],[],[]
1,sustainable lab practices,['SUSTAINABILITY'],[],[]
1,digitalization of cultural heritage as discursive practice: mapping the museums and citizens-led initiatives in graz and novi sad,"['PUBLIC', 'CULTURE', 'DIGITAL TECHNOLOGIES']","[('DIGITAL TECHNOLOGIES', 'DIGITALIZATION')]",[]
1,human immunology,"['HUMAN', 'HEALTH']",[],[]
1,long-term rhythms,[],[],[]
1,gender relations,[],[],[]
1,public participation,['PUBLIC'],[],[]
1,magnetallien,['MAGNETS'],[],[]
1,thermochemical storage,[],[],[]
1,real data,"['MATERIALS', 'DIGITAL TECHNOLOGIES']","[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,social cure,['SOCIAL'],[],[]
1,urban flooding,['URBAN'],[],[]
1,citizens’ assembly,['PUBLIC'],[],[]
1,memoprosthetics,[],[],[]
1,bagging,[],[],[]
1,isidore,[],[],[]
1,planthologenome,['GENETICS'],[],[]
1,microwave spectroscopy,['PHYSICS'],[],[]
1,acccellbat,[],[],[]
1,building bridges between earth observation and environmental sciences,['SPACE'],[],[]
1,sense & react capabilities,[],[],[]
1,radiofrequency switch,['SIGNAL PROCESSING'],[],[]
1,land use modelling,['MODELLING'],[],[]
1,transition metal carbide,"['METALS', 'CONDUCTORS']",[],[]
1,pre-market clinical investigation,['HEALTH'],[],[]
1,cradle-to-cradle lca,['SUSTAINABILITY'],[],[]
1,excellentia,[],[],[]
1,qlr-net,[],[],[]
1,national focal points,[],[],[]
1,re-use,SUSTAINABILITY,[],[]
1,health outcome,['HEALTH'],[],[]
1,visible dynamic organic optical metasurfaces,[],[],[]
1,capp,[],[],[]
1,photocatalytic hydrogen production,[],[],[]
1,democratic elite perceptions of economic and monetary union,['SENSORS'],[],[]
1,hynnet nisq,[],[],[]
1,scribal performance and textual standardization in mesopotamian lexical lists,[],[],[]
1,convective transport,['TRANSPORTATION'],[],[]
1,injectable,[],[],[]
1,natural fibre composites,"['MATERIALS', 'FIBERS']",[],[]
1,large-scale electrosynthesis of borylated azines,[],[],[]
1,interdisciplinary and intersectorial phd training,[],[],[]
1,genotypes,[],[],[]
1,novel health care strategies for melanoma in children,"['HEALTH', 'CHILDREN']",[],[]
1,srnaur,[],[],[]
1,natural intraocular photoactivation of compounds to fight retinopathies,[],[],[]
1,mouth patch,[],[],[]
1,food value-chain,['NUTRITION'],[],[]
1,ice protection,['SECURITY'],[],[]
1,ai-based data platform for fair social policies,"['PUBLIC', 'ETHICS', 'DIGITAL TECHNOLOGIES', 'SOCIAL']","[('DIGITAL TECHNOLOGIES', 'AI'), ('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,imagine climate change adaptation in urban areas,"['URBAN', 'CLIMATE']",[],[]
1,advanced reduced order modelling: online computational web server for complex parametric systems,"['INTERNET', 'MODELLING', 'DIGITAL TECHNOLOGIES']","[('DIGITAL TECHNOLOGIES', 'ICT'), ('DIGITAL TECHNOLOGIES', 'COMPUTING')]","[('ICT', 'web')]"
1,carbon monoxide,[],[],[]
1,novel protein sources,[],[],[]
1,disturbances,['URBAN'],[],[]
1,proxy layer,[],[],[]
1,li-hard-rock ore,[],[],[]
1,colonial cultural heritage,['CULTURE'],[],[]
1,strategies and technologies for united and resilient critical infrastructures and vital services in pandemic-stricken europe,['RESILIENCE'],[],[]
1,codasip high-end processor ip and high-level design tools for risc-v,[],[],[]
1,aliphatic c-h oxidation,[],[],[]
1,transition from transport reindeer herding to reindeer pastoralism: a study of indigenous governance during change,"['PUBLIC', 'TRANSPORTATION']",[],[]
1,tso-dso,[],[],[]
1,assessing human health impacts of maritime air pollution,"['WASTE & POLLUTION', 'MARITIME', 'HUMAN', 'HEALTH']",[],[]
1,point-of-use sensing,['SENSORS'],[],[]
1,heritage protocols for architectural european cross-bordering sites evaluations,[],[],[]
1,light4switch: conformational switch of light-harvesting complexes upon illuminating azobenzene,[],[],[]
1,sociality,['SOCIAL'],[],[]
1,transcranial alternating current stimulation,[],[],[]
1,rustee,[],[],[]
1,ab initio prediction of material synthesis,['MATERIALS'],[],[]
1,energy citizens,"['PUBLIC', 'ENERGY']",[],[]
1,dense,[],[],[]
1,retinal ganglion cells,[],[],[]
1,multiparametric evaluation of osteosarcopenia disease using magnetic resonance imaging,"['MAGNETS', 'HEALTH']",[],[]
1,the synaptic active zone as a signaling hub for sleep homeostasis and resilience,"['SIGNAL PROCESSING', 'RESILIENCE']",[],[]
1,many body quantum systems,['QUANTUM'],[],[]
1,bayesian tools for one-dimensional and three-dimensional hadron structure,[],[],[]
1,synsig,[],[],[]
1,soe,[],[],[]
1,psoriatic arthritis,[],[],[]
1,consumer empowerment,[],[],[]
1,chemical proteomics,['GENETICS'],[],[]
1,social construction of the relationship to the past,['SOCIAL'],[],[]
1,cost effectiveness,[],[],[]
1,insect husbandry,['AGRICULTURE'],[],[]
1,prebiotic,[],[],[]
1,are anthropogenic pollutants in marine sediments a potential methane (ch4) source (me4sure)?,['MILITARY'],[],[]
1,hydrogen economy,['ECONOMY'],[],[]
1,therapeutic bacteria biohybrids for oncology treatment,['HEALTH'],[],[]
1,interventions,[],[],[]
1,high temperature solar thermal,[],[],[]
1,a european cyber resilience framework with artificial intelligence -assisted orchestration & automation for business continuity,"['MODELLING', 'AUTOMATION', 'RESILIENCE', 'DIGITAL TECHNOLOGIES', 'BUSINESS']","[('DIGITAL TECHNOLOGIES', 'AI')]",[]
1,open hardware interfaces,['OPEN'],[],[]
1,arabidopsis natural variation,[],[],[]
1,p3d endoscopy,[],[],[]
1,research careers improvement,[],[],[]
1,paid work,[],[],[]
1,infancy,[],[],[]
1,a decentralized operating system,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'COMPUTING')]",[]
1,interchangeable modules,[],[],[]
1,daoism,[],[],[]
1,airbrush,[],[],[]
1,nuclear data evaluation,"['DIGITAL TECHNOLOGIES', 'NUCLEAR']","[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,cose,[],[],[]
1,fellowships,[],[],[]
1,multi-scale approaches,[],[],[]
1,phylogeny,[],[],[]
1,co-captain,[],[],[]
1,optical coherence tomography,[],[],[]
1,precision qcd @ lhc using energy correlators,['ENERGY'],[],[]
1,single molecule genomics,['GENETICS'],[],[]
1,peer effects,[],[],[]
1,cost-effective production of lignin platform chemicals extending the biobased chemicals portfolio,[],[],[]
1,white paper,[],[],[]
1,food descriptive,['NUTRITION'],[],[]
1,biocatalytic membranes for micro/nano plastic degradation within waste water effluents,['WASTE & POLLUTION'],[],[]
1,random combinatorial designs,[],[],[]
1,history of religion and spirituality,['RELIGION'],[],[]
1,somicoop,[],[],[]
1,next-generation batteries,['BATTERIES'],[],[]
1,social policy for children and adolescents in developing countries,"['PUBLIC', 'CHILDREN', 'SOCIAL']",[],[]
1,towards shared accountability: rethinking the locus and scale of assessment and improvement in education,"['EDUCATION', 'OPEN']",[],[]
1,systemdirectms,[],[],[]
1,minute city,['URBAN'],[],[]
1,graben,[],[],[]
1,transrein,[],[],[]
1,quantum flagship coordination action and support,['QUANTUM'],[],[]
1,kinetic isotope effects,[],[],[]
1,understanding and embracing artificial agents’ impact on the social dynamics of families,['SOCIAL'],[],[]
1,costs of staging,[],[],[]
1,dark matter,[],[],[]
1,road-steamer,[],[],[]
1,fmt,[],[],[]
1,metagenomics,[],[],[]
1,health care workers,"['HEALTH', 'MILITARY']",[],[]
1,cellular intake,[],[],[]
1,wealthtraject,[],[],[]
1,hardware co-design,[],[],[]
1,saphidir,[],[],[]
1,her2,[],[],[]
1,diffuse pollution,['WASTE & POLLUTION'],[],[]
1,housing allowances,[],[],[]
1,hot electrons,[],[],[]
1,(singular) stochastic partial differential equations,[],[],[]
1,decoding death and dying in people with dementia by digital thanotyping,['HEALTH'],[],[]
1,knovv,[],[],[]
1,and physical activity,[],[],[]
1,gonad differentiation,[],[],[]
1,carbon footprint,[],[],[]
1,reactive fluids for intensified thermal energy conversion,['ENERGY'],[],[]
1,hta decision-making,[],[],[]
1,gravitational lensing,[],[],[]
1,moire structures,[],[],[]
1,urban b/ordering: an ethnographic study of the ghetto package in denmark,"['DIGITAL TECHNOLOGIES', 'URBAN']","[('DIGITAL TECHNOLOGIES', 'COMPUTING')]","[('COMPUTING', 'SOFTWARE')]"
1,nervous system rejuvenation,[],[],[]
1,wireless data communication and power transmission,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,enteric bioelectronics for sensing and stimulating the cns,"['ELECTRONICS', 'SENSORS']",[],[]
1,stochastic spiking sensors,['SENSORS'],[],[]
1,nacarei,[],[],[]
1,via-tariq: analysing the long-term change and persistency of the roman road system in the levant,[],[],[]
1,coupling biogeochemical analysis,[],[],[]
1,ris4danu,[],[],[]
1,virtual element,[],[],[]
1,c,[],[],[]
1,remotrees,[],[],[]
1,nano-materials (production and properties),['MATERIALS'],[],[]
1,polarsense: polaritonic compact gas sensor demonstrator,['SENSORS'],[],[]
1,gas-detectors,[],[],[]
1,codac,[],[],[]
1,icevolt,[],[],[]
1,biosolids,[],[],[]
1,regulation of stress and early-life brain development,['PUBLIC'],[],[]
1,data centre,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,general philosophy of science,['PHILOSOPHY'],[],[]
1,immunometabolism,[],[],[]
1,counterfeit id,[],[],[]
1,superconducting nanowire single-photon detectors,['PHOTONICS'],[],[]
1,structural variation,[],[],[]
1,helena,[],[],[]
1,mobile front-haul,[],[],[]
1,boundary,['DIGITAL TECHNOLOGIES'],[],[]
1,mypath,[],[],[]
1,deepu,[],[],[]
1,early medieval legal history,[],[],[]
1,cytometry,[],[],[]
1,repressit: a novel class of clinical immune checkpoint inhibitors,['HEALTH'],[],[]
1,resilience pathways,['RESILIENCE'],[],[]
1,police,LAW ENFORCEMENT,[],[]
1,naive pluripotency,[],[],[]
1,dissecting the context-specificity of genetic immune regulation in plasmacytoid dendritic cells,"['GENETICS', 'PUBLIC']",[],[]
1,sae level 4,[],[],[]
1,soil improvers,[],[],[]
1,latin american women activists’ practices of resistance to transnational repression in host societies,[],[],[]
1,physiology,['BIOLOGY'],[],[]
1,mritwins,[],[],[]
1,darkcellfader,[],[],[]
1,a mesoscopic approach to cross-diffusion modelling in population dynamics,['MODELLING'],[],[]
1,condjust,[],[],[]
1,agent-based models minimizing carbon usage in flexible and efficient future integrated steelworks,"['METALS', 'MODELLING']",[],[]
1,regrossbio,[],[],[]
1,european clean aviation regional ecosystems,['AEROSPACE'],[],[]
1,1918-1989,[],[],[]
1,flexible multi-mission earth observation ground segment,['SPACE'],[],[]
1,trusted and green traceability through eu space technologies,"['SUSTAINABILITY', 'SPACE', 'EXPLAINABILITY', 'TRUST']",[],[]
1,republicanism,['PUBLIC'],[],[]
1,griponmash,[],[],[]
1,cardiovascular,[],[],[]
1,transnational collaboration,['LABOR'],[],[]
1,recharged,[],[],[]
1,bacillus,[],[],[]
1,small-scale farming,[],[],[]
1,european values,[],[],[]
1,lead-pro law enforcement assistance for disaster prediction and recovery optimisation,"['PUBLIC', 'LAW ENFORCEMENT']",[],[]
1,digital health technologies,['HEALTH'],[],[]
1,behavioral change,[],[],[]
1,bioinfilm,[],[],[]
1,renewable bioenergy,['ENERGY'],[],[]
1,closed fuel cycle,['FUEL'],[],[]
1,constraint programming,[],[],[]
1,experimental mechanics,[],[],[]
1,controlling spin properties of molecules with quantum fields: ab-initio methodologies for spin polaritons,['QUANTUM'],[],[]
1,amyloid-β clearance in alzheimer's disease: unravelling the role of endocytic pathways of endothelial cells,['HEALTH'],[],[]
1,solid oxide electrolysis,['PHYSICS'],[],[]
1,marineplan,[],[],[]
1,evidence management for continuous certification as a service in the cloud,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'COMPUTING')]","[('COMPUTING', 'CLOUD COMPUTING')]"
1,near ambient pressure photoemission spectroscopy,['PHYSICS'],[],[]
1,armenian cilicia,[],[],[]
1,integrated access-backhaul,[],[],[]
1,the mystery of differentiation: exploring the link between enhancer priming and cell cycle in ventral foregut stem cells,['GENETICS'],[],[]
1,enfield: european lighthouse to manifest trustworthy and green ai,"['SUSTAINABILITY', 'DIGITAL TECHNOLOGIES', 'TRUST']","[('DIGITAL TECHNOLOGIES', 'AI')]",[]
1,ubiquitin,[],[],[]
1,ml optimization,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'AI')]","[('AI', 'MACHINE LEARNING')]"
1,experience,[],[],[]
1,microarchitecture,[],[],[]
1,myti,[],[],[]
1,urban-industrial,"['URBAN', 'INDUSTRY']",[],[]
1,qx,[],[],[]
1,maternal biomarkers,[],[],[]
1,cross-species regulation of action by controllability: a keystone of 5-ht signalling?,"['SIGNAL PROCESSING', 'PUBLIC']",[],[]
1,nitrogen isotopes,[],[],[]
1,sovereign cloud,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'COMPUTING')]","[('COMPUTING', 'CLOUD COMPUTING')]"
1,human-centered approach,['HUMAN'],[],[]
1,synergies with relevant actors,[],[],[]
1,oral fluid tests,[],[],[]
1,kinship systems in gyalrong: history and transformation,[],[],[]
1,marmot,[],[],[]
1,polis,[],[],[]
1,antibubbles,[],[],[]
1,homtech,[],[],[]
1,tra2026,[],[],[]
1,crop wild relatives utilisation and conservation for sustainable agriculture,"['SUSTAINABILITY', 'CULTURE', 'AGRICULTURE', 'LABOR', 'ECOLOGY']",[],[]
1,coq,[],[],[]
1,feminist,[],[],[]
1,einstein telescope,['SPACE'],[],[]
1,xg connectivity and edge solutions for rural communities,"['DIGITAL TECHNOLOGIES', 'RURAL', 'SOCIAL']",[],[]
1,redox reactions,[],[],[]
1,highborg,[],[],[]
1,meta-research,[],[],[]
1,history of italian migrations,['MIGRATION'],[],[]
1,in vivo testing,[],[],[]
1,mystical italy. the contested side of holiness,[],[],[]
1,coiled coil,[],[],[]
1,medium manganese steels,['METALS'],[],[]
1,exact results from broken symmetries,[],[],[]
1,zencure,[],[],[]
1,high-dimensional quantum systems,['QUANTUM'],[],[]
1,canary island,[],[],[]
1,four-top-quark production,[],[],[]
1,nephimlei,[],[],[]
1,spatiotemporal characterization of extrachromosomal dna transcription and its key regulators in cancer cells,"['GENETICS', 'HEALTH']",[],[]
1,pre-normative research on integrity assessment protocols of gas pipes repurposed to hydrogen and mitigation guidelines,[],[],[]
1,towards the leading constant in stacky manin’s conjecture,[],[],[]
1,local flexibility markets,[],[],[]
1,closed-loop and multisensing delivery tool for controlled laser ablation of tumors,"['HEALTH', 'SENSORS', 'PHOTONICS']",[],[]
1,indium phosphide,[],[],[]
1,scanning transmission electron microscopy,[],[],[]
1,touch,[],[],[]
1,gundham,[],[],[]
1,smafine,[],[],[]
1,neocortex evolution,[],[],[]
1,devise,[],[],[]
1,weird,[],[],[]
1,hindi public sphere,"['RELIGION', 'PUBLIC']",[],[]
1,rapeseed,[],[],[]
1,2dm,[],[],[]
1,connected vehicle,['TRANSPORTATION'],[],[]
1,foraging,[],[],[]
1,ciss,[],[],[]
1,hall-effect sensor,['SENSORS'],[],[]
1,science outreach,[],[],[]
1,somo-homo inversion for chiral open-shell pi-conjugated systems,['OPEN'],[],[]
1,unlock-cei,[],[],[]
1,binding sites,[],[],[]
1,second scholasticism,[],[],[]
1,wooden connectors,[],[],[]
1,active triplet-mediator matrices for efficient solid-state triplet-triplet annihilation photon upconversion devices,['PHOTONICS'],[],[]
1,challenges and innovative changes in research ethics reviews,['ETHICS'],[],[]
1,hydraulic flows,[],[],[]
1,data-driven process planning,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,drug-resistant tuberculosis,['HEALTH'],[],[]
1,ai-prognosis,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'AI')]",[]
1,novel biomaterials,['MATERIALS'],"[('MATERIALS', 'bio-materials')]",[]
1,tones,[],[],[]
1,metabogutmodel,[],[],[]
1,polluting steamships: technology and environment in the european maritime world (1830s-1920s),['MARITIME'],[],[]
1,egr,[],[],[]
1,pediatric oncology,['HEALTH'],[],[]
1,sommer,[],[],[]
1,gas-dynamic,[],[],[]
1,syntair - improved atm automation and simulation through ai-based universal models for synthetic data generation,"['MODELLING', 'AUTOMATION', 'DIGITAL TECHNOLOGIES']","[('DIGITAL TECHNOLOGIES', 'AI'), ('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,operas,[],[],[]
1,microelectronics cooling,['ELECTRONICS'],[],[]
1,interfacial electrochemistry of carbon-based interlayer in lithium-metal solid-state batteries,"['CHEMISTRY', 'METALS', 'BATTERIES']",[],[]
1,ergodicity,[],[],[]
1,see-magic,[],[],[]
1,virtual water,[],[],[]
1,inorganic ions,[],[],[]
1,resilience and development in island states,['RESILIENCE'],[],[]
1,micropatterning,[],[],[]
1,validating,[],[],[]
1,reflective semiconductor optical amplifier,['CONDUCTORS'],[],[]
1,backward stochastic differential equation,[],[],[]
1,low-energy design,['ENERGY'],[],[]
1,protein aggregates,[],[],[]
1,decentralised direct air capture,[],[],[]
1,reconcile,[],[],[]
1,surface appendages,[],[],[]
1,sf,[],[],[]
1,crow,[],[],[]
1,societal intelligence,['SOCIAL'],[],[]
1,epigenetic,['GENETICS'],[],[]
1,switch,['ECONOMY'],[],[]
1,varsubin,[],[],[]
1,carbon capture engineering,[],[],[]
1,nrmm,[],[],[]
1,intersectoral secondments,[],[],[]
1,catalyst-free,['CHEMISTRY'],[],[]
1,marginalia,[],[],[]
1,water sector,[],[],[]
1,bridge management,[],[],[]
1,jwst,[],[],[]
1,empowering minds: boosting research in citizen engagement and schools,"['EDUCATION', 'PUBLIC']",[],[]
1,bank regulation,['PUBLIC'],[],[]
1,cell homeostasis,[],[],[]
1,diversity of bacteriophages in the ancient human microbiome,['HUMAN'],[],[]
1,a non-invasive,[],[],[]
1,biologging to inform prevention of seabird bycatch,[],[],[]
1,movement deprivation,[],[],[]
1,all-in zero,[],[],[]
1,auditory memory,[],[],[]
1,sterile workers,['MILITARY'],[],[]
1,glimmer,[],[],[]
1,treceability,[],[],[]
1,power and gas sectors,[],[],[]
1,percolation and conductivity in fluids containing rod-like particles,['CONDUCTORS'],[],[]
1,murine models,['MODELLING'],[],[]
1,high temperature thermal energy storage,['ENERGY'],[],[]
1,operando simulations,['MODELLING'],[],[]
1,6g-goals,['INTERNET'],[],[]
1,threshold cryptography,['SECURITY'],"[('SECURITY', 'CYBERSECURITY')]",[]
1,subtype,[],[],[]
1,gravipulse,[],[],[]
1,onshore systems,[],[],[]
